algorithm,params,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
Feldman-LR,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-LR,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-DecisionTree,lambda=1.0,0.9253731343283582,0.918918918918919,0.9333333333333333,0.9261261261261262,0.8499581639665545,1.0135135135135136,1.0135135135135136,1.0072072072072071,0.9666666666666667,0.8918918918918919,0.9292792792792792,0.9226467847157502,0.9226467847157502,0.9252252252252252,0.9252252252252252,1.0,0.8636363636363636,0.9318181818181819,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0,1.0,1.0,1.0,0.0,0.13636363636363635,0.06818181818181818,0.0,1.0,1.1363636363636362,1.1363636363636362,0.9375,0.95,0.94375,1.0133333333333332,1.0133333333333332,1.0125,1.0125,0.0,0.17647058823529413,0.08823529411764706,0.0,1.0,1.1764705882352942,1.1764705882352942
Feldman-DecisionTree,lambda=1.0,0.9104477611940298,0.9047619047619048,0.92,0.9123809523809524,0.8132262051054392,1.0325077399380806,1.0325077399380806,1.0190562613430127,0.8620689655172413,0.9473684210526315,0.9047186932849365,1.0989473684210527,1.0989473684210527,1.0852994555353903,1.0852994555353903,0.8095238095238095,1.0,0.9047619047619048,1.2352941176470589,1.2352941176470589,1.1904761904761905,1.1904761904761905,1.0,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.11764705882352944,0.05882352941176472,0.0,1.0,1.1176470588235294,1.1176470588235294,0.19047619047619047,0.0,0.09523809523809523,0.0,1.0,0.8095238095238095,0.8095238095238095,1.0,0.9130434782608695,0.9565217391304348,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-DecisionTree,lambda=1.0,0.9701492537313433,0.9545454545454546,1.0,0.9772727272727273,0.9371135567164837,1.018840579710145,1.018840579710145,1.0117117117117118,0.9459459459459459,1.0,0.972972972972973,1.0571428571428572,1.0571428571428572,1.054054054054054,1.054054054054054,0.92,1.0,0.96,1.0869565217391304,1.0869565217391304,1.08,1.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07999999999999996,0.0,0.03999999999999998,0.0,1.0,0.92,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.07142857142857142,0.0,1.0,0.8571428571428572,0.8571428571428572
Feldman-DecisionTree,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776065,0.9948979591836735,0.9948979591836735,0.9972527472527473,0.7435897435897436,1.0,0.8717948717948718,1.3448275862068966,1.3448275862068966,1.2564102564102564,1.2564102564102564,0.6774193548387096,1.0,0.8387096774193548,1.4761904761904763,1.4761904761904763,1.3225806451612905,1.3225806451612905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.32258064516129037,0.0,0.16129032258064518,0.0,1.0,0.6774193548387096,0.6774193548387096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.2777777777777778,0.0,1.0,0.4444444444444444,0.4444444444444444
Feldman-DecisionTree,lambda=1.0,0.8059701492537313,0.717391304347826,1.0,0.8586956521739131,0.6656535353740789,1.0294117647058825,1.0294117647058825,1.0142857142857142,0.6285714285714286,1.0,0.8142857142857143,1.590909090909091,1.590909090909091,1.3714285714285714,1.3714285714285714,0.5666666666666667,1.0,0.7833333333333333,1.7647058823529411,1.7647058823529411,1.4333333333333333,1.4333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.43333333333333335,0.0,0.21666666666666667,0.0,1.0,0.5666666666666667,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.0,0.3611111111111111,0.0,1.0,0.2777777777777778,0.2777777777777778
Feldman-DecisionTree,lambda=1.0,0.9104477611940298,0.8636363636363636,1.0,0.9318181818181819,0.8276188603798408,0.9984126984126984,0.9984126984126984,0.9990990990990991,0.8378378378378378,1.0,0.9189189189189189,1.1935483870967742,1.1935483870967742,1.1621621621621623,1.1621621621621623,0.7777777777777778,1.0,0.8888888888888888,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.0,0.1111111111111111,0.0,1.0,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.0,0.1875,0.0,1.0,0.625,0.625
Feldman-DecisionTree,lambda=1.0,0.8507462686567164,0.7619047619047619,1.0,0.8809523809523809,0.7377111135633175,0.9705882352941176,0.9705882352941176,0.9857397504456328,0.7272727272727273,0.9705882352941176,0.8489304812834224,1.3345588235294117,1.3345588235294117,1.2433155080213902,1.2433155080213902,0.64,0.9411764705882353,0.7905882352941176,1.4705882352941175,1.4705882352941175,1.3011764705882354,1.3011764705882354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.36,0.05882352941176472,0.20941176470588235,0.16339869281045755,0.16339869281045755,0.6988235294117647,0.6988235294117647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.05555555555555555,0.29248366013071897,0.10493827160493827,0.10493827160493827,0.5261437908496732,0.5261437908496732
Feldman-DecisionTree,lambda=1.0,0.835820895522388,0.7441860465116279,1.0,0.872093023255814,0.7143521563782523,1.0303030303030303,1.0303030303030303,1.014260249554367,0.7058823529411765,0.9696969696969697,0.8377896613190732,1.3737373737373737,1.3737373737373737,1.263814616755793,1.263814616755793,0.6153846153846154,0.9411764705882353,0.7782805429864253,1.5294117647058822,1.5294117647058822,1.3257918552036199,1.3257918552036199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.05882352941176472,0.22171945701357465,0.15294117647058827,0.15294117647058827,0.6742081447963801,0.6742081447963801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.058823529411764705,0.30718954248366015,0.10588235294117647,0.10588235294117647,0.5032679738562091,0.5032679738562091
Feldman-DecisionTree,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-DecisionTree,lambda=1.0,0.9104477611940298,0.9047619047619048,0.92,0.9123809523809524,0.8132262051054392,1.0125,1.0125,1.0074074074074075,0.8518518518518519,0.95,0.9009259259259259,1.1152173913043477,1.1152173913043477,1.098148148148148,1.098148148148148,0.8,1.0,0.9,1.25,1.25,1.2,1.2,1.0,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.11111111111111116,0.05555555555555558,0.0,1.0,1.1111111111111112,1.1111111111111112,0.19999999999999996,0.0,0.09999999999999998,0.0,1.0,0.8,0.8,1.0,0.9166666666666666,0.9583333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.36363636363636365,0.0,0.18181818181818182,0.0,1.0,0.6363636363636364,0.6363636363636364
Feldman-SVM-DIavgall,lambda=1.0,0.8507462686567164,1.0,0.6666666666666666,0.8333333333333333,0.7244464749279005,1.003861003861004,1.003861003861004,1.002702702702703,0.8,0.8918918918918919,0.845945945945946,1.1148648648648647,1.1148648648648647,1.0918918918918918,1.0918918918918918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7333333333333333,0.6666666666666666,1.222222222222222,1.222222222222222,1.1333333333333333,1.1333333333333333,0.4,0.2666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8461538461538461,0.7802197802197802,1.1846153846153846,1.1846153846153846,1.1318681318681318,1.1318681318681318,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-SVM-DIavgall,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776065,0.9948979591836735,0.9948979591836735,0.9972527472527473,0.7435897435897436,1.0,0.8717948717948718,1.3448275862068966,1.3448275862068966,1.2564102564102564,1.2564102564102564,0.6774193548387096,1.0,0.8387096774193548,1.4761904761904763,1.4761904761904763,1.3225806451612905,1.3225806451612905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.32258064516129037,0.0,0.16129032258064518,0.0,1.0,0.6774193548387096,0.6774193548387096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.2777777777777778,0.0,1.0,0.4444444444444444,0.4444444444444444
Feldman-SVM-DIavgall,lambda=1.0,0.8059701492537313,0.717391304347826,1.0,0.8586956521739131,0.6656535353740789,1.0294117647058825,1.0294117647058825,1.0142857142857142,0.6285714285714286,1.0,0.8142857142857143,1.590909090909091,1.590909090909091,1.3714285714285714,1.3714285714285714,0.5666666666666667,1.0,0.7833333333333333,1.7647058823529411,1.7647058823529411,1.4333333333333333,1.4333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.43333333333333335,0.0,0.21666666666666667,0.0,1.0,0.5666666666666667,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.0,0.3611111111111111,0.0,1.0,0.2777777777777778,0.2777777777777778
Feldman-SVM-DIavgall,lambda=1.0,0.9104477611940298,0.9090909090909091,0.9130434782608695,0.9110671936758893,0.8071205788696836,1.018840579710145,1.018840579710145,1.0117117117117118,0.8918918918918919,0.9333333333333333,0.9126126126126126,1.0464646464646465,1.0464646464646465,1.0414414414414415,1.0414414414414415,0.8518518518518519,1.0,0.9259259259259259,1.1739130434782608,1.1739130434782608,1.1481481481481481,1.1481481481481481,1.0,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0,0.15384615384615385,0.07692307692307693,0.0,1.0,1.1538461538461537,1.1538461538461537,0.14814814814814814,0.0,0.07407407407407407,0.0,1.0,0.8518518518518519,0.8518518518518519,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.2857142857142857,0.0,0.14285714285714285,0.0,1.0,0.7142857142857143,0.7142857142857143
Feldman-SVM-DIavgall,lambda=1.0,0.8656716417910447,0.8571428571428571,0.88,0.8685714285714285,0.7228280409378782,1.021671826625387,1.021671826625387,1.0124777183600713,0.8181818181818182,0.9117647058823529,0.8649732620320856,1.11437908496732,1.11437908496732,1.0935828877005347,1.0935828877005347,0.76,1.0,0.88,1.3157894736842106,1.3157894736842106,1.24,1.24,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.24,0.0,0.12,0.0,1.0,0.76,0.76,1.0,0.85,0.925,0.85,0.85,0.85,0.85,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-SVM-DIavgall,lambda=1.0,0.8805970149253731,0.8604651162790697,0.9166666666666666,0.8885658914728682,0.7554803980231012,0.9787878787878789,0.9787878787878789,0.9875222816399287,0.8235294117647058,0.9393939393939394,0.8814616755793226,1.1406926406926408,1.1406926406926408,1.1158645276292336,1.1158645276292336,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.0,0.125,0.0625,0.0,1.0,1.125,1.125,0.23076923076923073,0.0,0.11538461538461536,0.0,1.0,0.7692307692307693,0.7692307692307693,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-SVM-DIavgall,lambda=1.0,0.9552238805970149,1.0,0.8846153846153846,0.9423076923076923,0.9079100722542399,1.0106060606060605,1.0106060606060605,1.0069169960474307,1.0,0.9318181818181818,0.9659090909090908,0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666663,0.08333333333333331,0.0,1.0,1.1666666666666665,1.1666666666666665,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.896551724137931,0.9482758620689655,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-SVM-accuracy,lambda=1.0,0.8507462686567164,1.0,0.6666666666666666,0.8333333333333333,0.7244464749279005,1.003861003861004,1.003861003861004,1.002702702702703,0.8,0.8918918918918919,0.845945945945946,1.1148648648648647,1.1148648648648647,1.0918918918918918,1.0918918918918918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7333333333333333,0.6666666666666666,1.222222222222222,1.222222222222222,1.1333333333333333,1.1333333333333333,0.4,0.2666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8461538461538461,0.7802197802197802,1.1846153846153846,1.1846153846153846,1.1318681318681318,1.1318681318681318,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-SVM-accuracy,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=1.0,0.8656716417910447,0.8043478260869565,1.0,0.9021739130434783,0.7503622313662044,0.9496753246753247,0.9496753246753247,0.9716117216117216,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,0.7096774193548387,1.0,0.8548387096774194,1.409090909090909,1.409090909090909,1.2903225806451613,1.2903225806451613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.29032258064516125,0.0,0.14516129032258063,0.0,1.0,0.7096774193548387,0.7096774193548387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.0,0.2647058823529412,0.0,1.0,0.47058823529411764,0.47058823529411764
